CSI CODE(full Code);Code_Main_Division;Name_Main_Division;Sub_Division1_Code;Sub_Division1_Name;Sub_Division2_Code;Sub_Division2_Name_2;ITEM DESCRIPTION_Code_Item;ITEM DESCRIPTION_Name_Item;UNIT;DAILY OUTPUT;MAN HOURS;EQUIP. HOURS;CREW STRUCTURE COMBINED;Crew_Number1;Crew_Memeber_ Desc.1;Crew_Memeber_ Number2;Crew_Memeber_ Desc.2;Crew_Memeber_ Number3;Crew_Memeber_ Desc.3;Crew_Memeber_ Number4;Crew_Memeber_ Desc.4;Crew_Memeber_ Number5;Crew_Memeber_ Desc.5;Crew_Memeber_ Number6;Crew_Memeber_ Desc.6;Crew_Memeber_ Number7;Crew_Memeber_ Desc.7;Crew_Memeber_ Number8;Crew_Memeber_ Desc.8;Crew_Memeber_ Number9;Crew_Memeber_ Desc.9;Crew_Memeber_ Number10;Crew_Memeber_ Desc.10;Crew_Memeber_ Number11;Crew_Memeber_ Desc.11;Crew_Memeber_ Number12;Crew_Memeber_ Desc.12;Crew_Memeber_ Number13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-4700;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);4700;Indoor incandescent fixture. square glass lens with metal trim. up to 200 W;EA;11.000;1.545;0.727;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-4800;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);4800;Indoor incandescent fixture. square glass lens with metal trim. 300 W;EA;10.000;1.700;0.800;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-4920;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);4920;Indoor incandescent fixture. ceiling /wall mounted.metal cylinder. up to 150 W;EA;16.000;1.063;0.500;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-5200;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);5200;Indoor incandescent fixture. ceiling.surface mounted.opal glass drum. 200 mm. 1 x 60 watt lamp.;EA;16.000;1.063;0.500;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-5400;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);5400;Indoor incandescent fixture. ceiling.surface mounted.opal glass drum. 250 mm. 2 x 60 watt lamp.;EA;13.000;1.308;0.615;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-5500;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);5500;Indoor incandescent fixture. ceiling.surface mounted.opal glass drum. 300 mm. 4 x 60 watt lamp.;EA;11;1.545;0.727;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6010;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6010;Indoor incandescent fixture. vapor tight. ceiling mounted. 200 Watt.;EA;12;1.417;0.667;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6100;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6100;Indoor.Vapor tight fluorescent fixture.surface mounted. 1200 mm long.rapid start. 2 x 40 Watt.;EA;5.000;3.400;1.600;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6200;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6200;Indoor.Vapor tight Mercury Vapor fixture.integral ballast.surface mounted. 175 Watt.;EA;6.000;2.833;1.333;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6300;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6300;Indoor.Explosionproof incandescent fixture. ceiling mounted. 200W;EA;6.000;2.833;1.333;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6600;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6600;Indoor.explosionproof fluorescent fixture.1200 mm long.ceiling mounted. 2 x 40 Watt.rapid start.;EA;4.000;4.250;2.000;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6700;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6700;Indoor.Explosionproof.Mercury vapor with ballast.surface mounted. 175W;EA;5.000;3.400;1.600;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6850;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6850;Indoor.Vandalproof fluorescent fixture.surface mounted. 2 x 40 Watt.;EA;5.000;3.400;1.600;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-6860;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);6860;Indoor.Vandalproof incandescent fixture.surface mounted. 1 x 150 Watt.;EA;13.000;1.308;0.615;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-7500;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);7500;Lighting fixture.Ballast replacement. up to 4.2 m high.up to 0.9 kg ballast weight.;EA;20.000;0.850;0.400;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-7540;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);7540;Lighting fixture.Ballast replacement. up to 4.2 m high.from 0.9 to 2.3 kg ballast weight.;EA;18.000;0.944;0.444;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-7580;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);7580;Lighting fixture.Ballast replacement. up to 4.2 m high.above 2.3 kg ballast weight.;EA;16.000;1.063;0.500;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-7640;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);7640;Lighting fixture,Electronic or Dimmable Ballast replacement, up to 4.2 m high,for 2 Lamp.;EA;16.000;1.063;0.500;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-7650;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);7650;For Indoor Lighting fixture & Ballast s Installation in more than 1 floor building, add per additional floor to above items;EA;_;0.015;;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-8250;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);8250;Indoor incandescent Chandelier up to 0.70 m diameter & 1.0 m high, crystal & brass;EA;3.000;5.667;2.667;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-8250;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);8250;Indoor incandescent Chandelier up to 1.25 m diameter & 1.5 m high, crystal & brass;EA;1.000;17.000;8.000;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 130-8250;16;ELECTRICAL;6.00;LIGHTING;166 130;INTERIOR LIGHTING FIXTURES (ILF);8250;Indoor incandescent Chandelier up to 1.50 m diameter & 2.0 m high, crystal & brass;EA;0.250;68.000;32.000;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-0080;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;0080;Track lighting, 1 circuit;LM;12.000;1.417;0.667;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-0300;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;0300;Track lighting, 3 circuit;LM;10.000;1.700;0.800;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-1000;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;1000;Feed kit, surface mounting;EA;28.000;0.607;0.286;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-1100;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;1100;End cover;EA;40.000;0.425;0.200;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-1300;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;1300;Feed kit, stem mounting, 3 circuit track;EA;28.000;0.607;0.286;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-2000;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;2000;Electrical jointer, for continuous runs, 1 circuit track;EA;55.000;0.309;0.145;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-2100;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;2100;Electrical jointer, for continuous runs, 3 circuit track;EA;55.000;0.309;0.145;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
166 150-3000;16;ELECTRICAL;6.00;LIGHTING;166 150;TRACK LIGHTING:;3000;Lighting fixture spotlight;EA;28.000;0.607;0.286;0.125 Electrical Foreman 1.00 Electrician 1.00 Helper 1.00 Tools Set;0.125;Electrical Foreman;1.00;Electrician;1.00;Helper;1.00;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-1000;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;1000;Handholes,precast concrete with concrete cover,not including excavation & backfill, 1.2 x 1.2 meters, 1.2 meter deep;EA;3.5;7.714;0.571;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-1400;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;1400;Manhole,precast concrete with iron racks,pulling irons,cast iron frame & cover, not including excavation & backfill, 1.2 x 1.8 meters, 2.1 meter deep.;EA;2;13.5;1;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-2000;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;2000;Poles, wood,creosoted, 6.0 meters high, not including excavation, backfill & concrete base;EA;4.000;6.750;0.500;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-2600;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;2600;Poles, wood,creosoted, 9.0 meters high, not including excavation, backfill & concrete base;EA;3.000;9.000;0.667;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-3000;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;3000;Poles, wood,creosoted, 12 meters high, not including excavation, backfill & concrete base;EA;2.000;13.500;1.000;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-3600;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;3600;Cross arms for wooden pole, with hardware & insulators, 1.2 meter long.;EA;6;4.5;0.333;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-4000;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;4000;Cross arms for wooden pole, with hardware & insulators, 2 meter long.;EA;5.000;5.400;0.400;0.125 Foreman 1.00 Skilled Labor 2.00 Helper 0.250 Equipment Operator 0.250 Truck Crane11Ton;0.125;Foreman;1.00;Skilled Labor;2.00;Helper;0.250;Equipment Operator;0.250;Truck Crane11Ton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-4600;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;4600;"Underground duct bank,PVC type,concrete encased,180 mm O.C.; 2 duct 50 mm diameter";LM;29.100;1.478;0.412;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 concrete mixer 0.125 Wheeled Engine Cart 1 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;concrete mixer;0.125;Wheeled Engine Cart;1;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-4800;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;4800;"Underground duct bank,PVC type,concrete encased,180 mm O.C.; 4 duct 50 mm diameter, complete including handling, excavation, fill, concrete & conduit laying";LM;21.560;1.994;0.557;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 concrete mixer 0.125 Wheeled Engine Cart 1 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;concrete mixer;0.125;Wheeled Engine Cart;1;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-5600;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;5600;"Underground duct bank,PVC type,concrete encased,180 mm O.C.; 4 duct 100 mm diameter, complete including handling, excavation, fill, concrete & conduit laying";LM;19.160;2.244;0.626;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 concrete mixer 0.125 Wheeled Engine Cart 1 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;concrete mixer;0.125;Wheeled Engine Cart;1;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-6000;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;6000;"Underground duct bank,PVC type,concrete encased, 250 mm O.C.; 4 duct 150 mm diameter, complete including handling, excavation, fill, concrete & conduit laying";LM;14.360;2.994;0.836;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 concrete mixer 0.125 Wheeled Engine Cart 1 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;concrete mixer;0.125;Wheeled Engine Cart;1;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-6200;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;6200;"Underground duct bank,Rigid galvanized steel type, no concrete or excavation, 180 mm O.C.; 2 duct 50 mm diameter";LM;24.190;0.703;0.331;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-6400;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;6400;"Underground duct bank,Rigid galvanized steel type, no concrete or excavation, 180 mm O.C.; 4 duct 50 mm diameter";LM;12.460;1.364;0.642;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-7200;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;7200;"Underground duct bank,Rigid galvanized steel type, no concrete or excavation, 180 mm O.C.; 2 duct 100 mm diameter";LM;11.170;1.522;0.716;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-7640;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;7640;"Underground duct bank,Rigid galvanized steel type, no concrete or excavation, 250 mm O.C.; 4 duct 150 mm diameter";LM;4.470;3.803;1.790;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-8040;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;8040;PVC duct bank fittings: Elbow, 100 mm diameter;LM;18.000;0.944;0.444;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-8080;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;8080;PVC duct bank fittings: Elbow, 150 mm diameter;LM;14.000;1.214;0.571;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-8140;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;8140;PVC duct bank fittings: End bell,100 mm diameter;LM;18.000;0.944;0.444;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-8180;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;8180;PVC duct bank fittings: End bell, 150 mm diameter;LM;12.000;1.417;0.667;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 110-8240;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 110;ELECTRIC & TELEPHONE SITE WORK:;8240;PVC duct bank fittings: Expansion joint,100 mm diameter;LM;18.000;0.944;0.444;0.125 Electrician Foreman 1.00 Electrician 1.00 Helper 1 Tools Set;0.125;Electrician Foreman;1.00;Electrician;1.00;Helper;1;Tools Set;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 120-0040;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 120;FIBER DUCT:;0040;"Underground duct bank,Fiber type,concrete encased, 180 mm O.C.; 2 duct 50 mm diameter, complete with excavation, concrete, fill & conduit laying";LM;37.460;1.148;0.320;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 Concrete mixer 0.125 Wheeled Engine Cart 1.00 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;Concrete mixer;0.125;Wheeled Engine Cart;1.00;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
167 120-0080;16;ELECTRICAL;7.00;ELECTRIC UTILITIES;167 120;FIBER DUCT:;0080;"Underground duct bank,Fiber type,concrete encased, 180 mm O.C.; 2 duct 100 mm diameter";LM;24.660;1.744;0.487;0.125 Foreman 3.00 Electricians 2.00 Common Labor 0.250 Light Equip. Oper. 0.125 Concrete mixer 0.125 Wheeled Engine Cart 1.00 Heat Bender 0.250 Backhoe;0.125;Foreman;3.00;Electricians;2.00;Common Labor;0.250;Light Equip. Oper.;0.125;Concrete mixer;0.125;Wheeled Engine Cart;1.00;Heat Bender;0.250;Backhoe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
