CSI CODE(full Code);Code_Main_Division;Name_Main_Division;Sub_Division1_Code;Sub_Division1_Name;Sub_Division2_Code;Sub_Division2_Name_2;ITEM DESCRIPTION_Code_Item;ITEM DESCRIPTION_Name_Item;UNIT;DAILY OUTPUT;MAN HOURS;EQUIP. HOURS;CREW STRUCTURE COMBINED;Crew_Number1;Crew_Memeber_ Desc.1;Crew_Memeber_ Number2;Crew_Memeber_ Desc.2;Crew_Memeber_ Number3;Crew_Memeber_ Desc.3;Crew_Memeber_ Number4;Crew_Memeber_ Desc.4;Crew_Memeber_ Number5;Crew_Memeber_ Desc.5;Crew_Memeber_ Number6;Crew_Memeber_ Desc.6;Crew_Memeber_ Number7;Crew_Memeber_ Desc.7;Crew_Memeber_ Number8;Crew_Memeber_ Desc.8;Crew_Memeber_ Number9;Crew_Memeber_ Desc.9;Crew_Memeber_ Number10;Crew_Memeber_ Desc.10;Crew_Memeber_ Number11;Crew_Memeber_ Desc.11;Crew_Memeber_ Number12;Crew_Memeber_ Desc.12;Crew_Memeber_ Number13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 138-0980;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 138;PARTITIONS: Wood stud with single bottom plate and double top plate;0980;Partitions,wood stud with bottom plate & double top plate, 50 mm x 150 mm, 3 m high,stud 300 mm O.C.;LM;18.973;1.318;0.422;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 138-1000;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 138;PARTITIONS: Wood stud with single bottom plate and double top plate;1000;Partitions,wood stud with bottom plate & double top plate, 50 mm x 150 mm, 3 m high,stud 400 mm O.C.;LM;21.374;1.170;0.374;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 138-1180;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 138;PARTITIONS: Wood stud with single bottom plate and double top plate;1180;Partitions,wood stud with bottom plate & double top plate, 50 mm x 150 mm, 3.65 m high,stud 300 mm O.C.;LM;15.553;1.607;0.514;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 138-1205;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 138;PARTITIONS: Wood stud with single bottom plate and double top plate;1205;Partitions,wood stud with bottom plate & double top plate, 50 mm x 150 mm, 3.65 m high,stud 400 mm O.C.,pneumatic nailed;LM;18.663;1.34;0.857;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 138-1400;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 138;PARTITIONS: Wood stud with single bottom plate and double top plate;1400;Horizontal blocking 50x100 mm added to stud wall;LM;200;0.125;0.04;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0030;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0030;"Plywood on roof,C&D, exterior glued, ""CDX"", 8 mm thick";SQM;158.400;0.158;0.051;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0055;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0055;"Plywood on roof, ""CDX "" 10 mm thick, pneumatic nailed";SQM;184.320;0.136;0.087;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0305;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0305;"Plywood on roof, ""CDX"", 20 mm thick, pneumatic nailed";SQM;169.920;0.147;0.094;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0500;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0500;"Plywood on stud walls with exterior ""CDX"", 10 mm thick";SQM;123.840;0.202;0.065;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0600;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0600;Plywood on stud walls with exterior CDX, 13 mm thick;SQM;118.08;0.212;0.068;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0700;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0700;Plywood on stud walls with exterior CDX, 16 mm thick;SQM;109.44;0.228;0.073;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-0800;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;0800;Plywood on stud walls with exterior CDX, 20 mm thick;SQM;97.920;0.255;0.082;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2400;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2400;Sheathing Boards 25 mm x 150 mm on stud walls,laid regular, on straight regular walls;SQM;60.000;0.417;0.133;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2500;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2500;Sheathing Boards 25 mm x 150 mm on stud walls,laid diagonal, on straight regular walls;SQM;52.500;0.476;0.152;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2700;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2700;Sheathing Boards 25 mmx 200 mm on stud walls,laid regular, on straight, regular walls;SQM;69.000;0.362;0.116;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2800;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2800;Sheathing Boards 25 mm x 200 mm on stud walls,laid diagonal, on straight, regular walls;SQM;57.750;0.433;0.139;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2820;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2820;Sheathing Boards 25 mm x 150 mm on stud walls, laid regular, on irregular walls regular walls;SQM;48.000;0.521;0.167;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-2850;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;2850;Board, gypsum, weatherproof, 13 mm thick,on stud wall, taped and finished, beads not included;SQM;100.000;0.250;0.080;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-3000;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;3000;Board, wood fiber, regular, no vapor barrier, 13 mm thick,on stud wall;SQM;105.000;0.238;0.076;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-3100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;3100;Board, wood fiber, regular, no vapor barrier, 16 mm thick,on stud wall;SQM;105.000;0.238;0.076;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 154-3800;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 150;SHEATHING:;3800;Board, wood fiber, Asphalt impregnated, 20 mm thick,on stud wall;SQM;105.000;0.238;0.076;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 160-0105;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 160;SUBFLOOR:;0105;Subfloor, plywood, CDX, 16 mm thick,pneumatic nailed, blocking not included;SQM Flr.;178.560;0.140;0.090;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 160-0200;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 160;SUBFLOOR:;0200;Subfloor, plywood, CDX, 20 mm thick;SQM Flr.;120.960;0.207;0.066;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 160-0205;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 160;SUBFLOOR:;0205;Subfloor, plywood, CDX, 20 mm thick, pneumatic nailed to floor joists, no blocking;SQM Flr.;144.000;0.174;0.056;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 160-0210;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 160;SUBFLOOR:;0210;Subfloor, plywood, CDX, 20 mm thick, pneumatic nailed to floor joists, and blocking pieces vertical to floor joists at 1.2 meter spacing;SQM Flr.;74.880;0.334;0.107;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 160-1100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 160;SUBFLOOR:;1100;Subfloor, wood fiber tongue & groove, 600 x 2450 mm planks, 25 mm thick;SQM Flr.;96.000;0.260;0.083;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0015;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0015;Underlayment, plywood grade, 10 mm thick,pneumatic nailed;SQM Flr.;184.320;0.136;0.087;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0200;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0200;Underlayment, plywood grade, 16 mm thick;SQM Flr.;144.000;0.174;0.056;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0205;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0205;Underlayment, plywood grade, 16 mm thick, pneumatic nailed;SQM Flr.;178.560;0.140;0.090;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0600;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0600;Underlayment, particle board, 13 mm thick;SQM Flr.;144.000;0.174;0.056;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0900;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0900;Underlayment, particle board, 20 mm thick;SQM Flr.;135.000;0.185;0.059;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-0905;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;0905;Underlayment, particle board, 20 mm thick, pneumatic nailed;SQM Flr.;161.280;0.155;0.099;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Small Compressor w/2 Pneumatic Nailer 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Small Compressor w/2 Pneumatic Nailer;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 168-1100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 168;SUBFLOOR UNDERLAYMENT:;1100;Underlayment, hardboard, 1225 mm x 1225 mm, 5 mm thick;SQM Flr.;146.880;0.170;0.054;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 258-0400;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 258;ROOF DECKS:;0400;Roof decks, wood planks, 75 mm thick;SQM;45.000;0.556;0.178;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 258-0500;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 258;ROOF DECKS:;0500;Roof decks, wood planks,100 mm thick;SQM;36.000;0.694;0.222;0.125 Labor Foreman 2.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 259-0100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 259;DECK, WOOD, PRESSURE TREATED LUMBER:;0100;Pressure treated lumber railings and trim, 25 mm x 100 mm;LM;100.000;0.170;0.080;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 259-0300;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 259;DECK, WOOD, PRESSURE TREATED LUMBER:;0300;Pressure treated lumber railings and trim, 50 mm x 150 mm;LM;100.000;0.170;0.080;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 259-0400;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 259;DECK, WOOD, PRESSURE TREATED LUMBER:;0400;Pressure treated decking, 25 mm x 100 mm;SQM;22.5;0.756;0.356;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 259-0600;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 259;DECK, WOOD, PRESSURE TREATED LUMBER:;0600;Pressure treated decking, 50 mm x 150 mm;SQM;27;0.63;0.296;0.125 Labor Foreman 1.00 Carpenter 1.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;1.00;Carpenter;1.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-0130;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;0130;Mineral fiber cement panels, architectural, textured finish, 3 mm thru 10 mm thick;SQM;60.000;0.683;0.267;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-0350;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;0350;Mineral fiber cement panels, architectural, textured finish, 16 mm thick;SQM;38.000;1.079;0.421;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-2000;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;2000;Mineral fiber cement panels, flat sheets 3 mm thick;SQM;144.000;0.285;0.111;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-2100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;2100;Mineral fiber cement panels, flat sheets 6 mm thick;SQM;124.000;0.331;0.129;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-2200;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;2200;Mineral fiber cement panels, flat sheets 10 mm thick;SQM;105.000;0.390;0.152;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-2300;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;2300;Mineral fiber cement panels, flat sheets 16 mm thick;SQM;96.000;0.427;0.167;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-4100;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;4100;Mineral fiber cement, sandwich panel, glasweld face and back 25 mm thick, perlite or polyurethane core;SQM;38.000;1.079;0.421;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 280-4500;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 281;MINERAL FIBER CEMENT PANELS: Including panels, fasteners, accessories, trim & sealant;4500;Mineral fiber cement, sandwich panel, glasweld face and back 50 mm thick, perlite, polyurethane core;SQM;38.000;1.079;0.421;0.125 Labor Foreman 3.00 Skilled worker 2.00 Common Labor 2.00 Power Tools;0.125;Labor Foreman;3.00;Skilled worker;2.00;Common Labor;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 508-1200;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 508;STRUCTURAL JOISTS:;1200;Fabricated joists I (eye beam)shape with wood flanges, plywood webs, incl. bridging & blocking, panels 600 mm O.C. 4.6 m to 7.3 m span, 244 kg/m2 live load.;SQM Flr.;250.000;0.164;0.032;0.125 Labor Foreman 2.00 Carpenter 3.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;3.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 508-1500;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 508;STRUCTURAL JOISTS:;1500;Fabricated joists I (eye beam)shape with wood flanges, plywood webs, incl. bridging & blocking, panels 600 mm O.C. 7.3 m to 9.2 m span, 269 kg/m2 live load.;SQM Flr.;250.000;0.164;0.032;0.125 Labor Foreman 2.00 Carpenter 3.00 Common Labor 1.00 Power Tools;0.125;Labor Foreman;2.00;Carpenter;3.00;Common Labor;1.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 804-0200;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 804;LAMINATED FRAMING:;0200;"Laminated roof beams, no decking, 13.6 kg. short term live load, 6.8 kg dead load; straight,6 m clear span, 2.45 m O.C.";SQM Flr.;70.000;0.629;0.343;0.500 Labor Foreman 4.00 Carpenter 1.00 Equip. Oper.(crane) 1.00 Hyd. Crane-11ton 2.00 Power Tools;0.500;Labor Foreman;4.00;Carpenter;1.00;Equip. Oper.(crane);1.00;Hyd. Crane-11ton;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
061 804-0300;06;WOOD & PLASTICS;1.00;ROUGH CARPENTRY;061 804;LAMINATED FRAMING:;0300;"Laminated roof beams, no decking, 13.6 kg. short term live load, 6.8 kg dead load; straight, 6.1 m clear span, 4.8 m O.C.";SQM Flr.;55.000;0.800;0.436;0.500 Labor Foreman 4.00 Carpenter 1.00 Equip. Oper.(crane) 1.00 Hyd. Crane-11ton 2.00 Power Tools;0.500;Labor Foreman;4.00;Carpenter;1.00;Equip. Oper.(crane);1.00;Hyd. Crane-11ton;2.00;Power Tools;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
